???,???,
adj,ADJ,ADJ
adv,ADV,ADV
gm,PTCL,PART
inter,INTJ,INTJ
interinterj,INTJ,INTJ
interj,INTJ,INTJ
interjj,INTJ,INTJ
interjn,INTJ,INTJ
N,N,NOUN
n,N,NOUN
nn,N,NOUN
none,???,
num,NUM,NUM
pfx,pfx,
predadj,ADJ,ADJ
prep,PREP,ADP
pro,PRODEM,PRON
pro-,PRODEM,PRON
ptcl,PTCL,PART
sfx,sfx,
sound,IDEOPH,PART
v,V,VERB
v2,sfx,
vi,V,VERB
vt,V,VERB
