3PRON,PRODEM,PRON
ADJ,ADJ,ADJ
ADV,ADV,ADV
AUX,AUX,VERB
CLFR,CLF,X
CLFR:INAN,CLF,X
CLFR.INAN,CLF,X
CONJ,CONJ,CCONJ
DEICT,PRODEM,PRON
DEM,PRODEM,PRON
DET,PRODEM,DET
INT,INTJ,INTJ
INTERJ,INTJ,INTJ
N,N,NOUN
N:PROP,N,NOUN
N.PROP,N,NOUN
NUM,NUM,NUM
pfx,pfx,
PREP,PREP,ADP
PTL,PTCL,PART
QUANT,QUANT,PRON
S,N,NOUN
sfx,sfx,
V,V,VERB
V:AUX,AUX,VERB
V:INTRANS,V,VERB
V:TRANS,V,VERB
V.AUX,AUX,VERB
V.TRANS,V,VERB
VI,V,VERB
VT,V,VERB
