source_id,corpus,duration
Nanami_20522,Japanese_MiiPro,4309
Nanami_40610,Japanese_MiiPro,4500
Nanami_10225,Japanese_MiiPro,4388
Nanami_20319,Japanese_MiiPro,4470
Nanami_20418,Japanese_MiiPro,4132
Nanami_21100,Japanese_MiiPro,4375
Nanami_21128,Japanese_MiiPro,4403
Nanami_10322,Japanese_MiiPro,3907
Nanami_21115,Japanese_MiiPro,4500
Nanami_10928,Japanese_MiiPro,883
Nanami_31112,Japanese_MiiPro,4490
Nanami_30609,Japanese_MiiPro,3937
Nanami_20608,Japanese_MiiPro,4240
Nanami_20807,Japanese_MiiPro,4093
Nanami_30220,Japanese_MiiPro,4503
Nanami_40712,Japanese_MiiPro,5199
Nanami_40504,Japanese_MiiPro,4377
Nanami_11011,Japanese_MiiPro,4275
Nanami_10520,Japanese_MiiPro,3852
ArikaM_50109,Japanese_MiiPro,4498
ArikaM_20001,Japanese_MiiPro,3793
ArikaM_20015,Japanese_MiiPro,6119
ArikaM_20217,Japanese_MiiPro,3726
ArikaM_40910,Japanese_MiiPro,4474
ArikaM_30818,Japanese_MiiPro,4500
ArikaM_10510,Japanese_MiiPro,3777
ArikaM_30615,Japanese_MiiPro,4500
ArikaM_10314,Japanese_MiiPro,4320
ArikaM_20229,Japanese_MiiPro,4418
ArikaM_40126,Japanese_MiiPro,4500
ArikaM_20611,Japanese_MiiPro,3875
ArikaM_30402,Japanese_MiiPro,4498
ArikaM_10503,Japanese_MiiPro,8500
ArikaM_20007,Japanese_MiiPro,4559
ArikaM_30002,Japanese_MiiPro,4500
ArikaM_30201,Japanese_MiiPro,4480
ArikaM_10714,Japanese_MiiPro,2412
ArikaM_11024,Japanese_MiiPro,4188
ArikaM_10307,Japanese_MiiPro,3789
ArikaM_20207,Japanese_MiiPro,3452
ArikaM_40120,Japanese_MiiPro,4239
ArikaM_10924,Japanese_MiiPro,3970
ArikaM_40322,Japanese_MiiPro,4166
ArikaM_30311,Japanese_MiiPro,4501
ArikaM_10823,Japanese_MiiPro,5655
ArikaM_10604,Japanese_MiiPro,4499
ArikaM_20506,Japanese_MiiPro,4500
ArikaM_20512,Japanese_MiiPro,4500
ArikaM_30728,Japanese_MiiPro,4499
ArikaM_20922,Japanese_MiiPro,4019
ArikaM_30104,Japanese_MiiPro,4499
ArikaM_20707,Japanese_MiiPro,3879
ArikaM_10410,Japanese_MiiPro,4030
ArikaM_30924,Japanese_MiiPro,4500
ArikaM_30717,Japanese_MiiPro,4500
ArikaM_20100,Japanese_MiiPro,4012
ArikaM_31025,Japanese_MiiPro,4346
ArikaM_11108,Japanese_MiiPro,4505
ArikaM_11124,Japanese_MiiPro,3698
ArikaM_40419,Japanese_MiiPro,4422
ArikaM_40627,Japanese_MiiPro,3996
ArikaM_40009,Japanese_MiiPro,4506
ArikaM_50025,Japanese_MiiPro,4272
ArikaM_30510,Japanese_MiiPro,4499
ArikaM_40801,Japanese_MiiPro,4090
ArikaM_40815,Japanese_MiiPro,4581
ArikaM_20111,Japanese_MiiPro,2192
ArikaM_40829,Japanese_MiiPro,4621
ArikaM_20307,Japanese_MiiPro,3725
ArikaM_30116,Japanese_MiiPro,4498
ArikaM_10615,Japanese_MiiPro,3482
ArikaM_10629,Japanese_MiiPro,3920
ArikaM_10403,Japanese_MiiPro,5881
ArikaM_30705,Japanese_MiiPro,4500
ArikaM_10600,Japanese_MiiPro,3601
ArikaM_20700,Japanese_MiiPro,4138
ArikaM_11117,Japanese_MiiPro,4095
ArikaM_10816,Japanese_MiiPro,6728
ArikaM_30907,Japanese_MiiPro,4500
ArikaM_30325,Japanese_MiiPro,9000
ArikaM_11102,Japanese_MiiPro,3960
ArikaM_21028,Japanese_MiiPro,4499
ArikaM_30327,Japanese_MiiPro,4498
ArikaM_10801,Japanese_MiiPro,12005
ArikaM_30521,Japanese_MiiPro,4498
ArikaM_10418,Japanese_MiiPro,4629
ArikaM_10425,Japanese_MiiPro,4634
ArikaM_30124,Japanese_MiiPro,4500
ArikaM_30325b,Japanese_MiiPro,4501
ArikaM_30900,Japanese_MiiPro,4500
ArikaM_50004,Japanese_MiiPro,4561
ArikaM_40203,Japanese_MiiPro,4500
ArikaM_40029,Japanese_MiiPro,4500
ArikaM_10622,Japanese_MiiPro,4500
ArikaM_30325a,Japanese_MiiPro,4500
ArikaM_20318,Japanese_MiiPro,3812
ArikaM_10230,Japanese_MiiPro,4559
ArikaM_20126,Japanese_MiiPro,3429
ArikaM_31003,Japanese_MiiPro,4492
ArikaM_10807,Japanese_MiiPro,3742
ArikaM_30916,Japanese_MiiPro,4470
ArikaM_40228,Japanese_MiiPro,4129
ArikaM_20912,Japanese_MiiPro,3986
ArikaM_40002,Japanese_MiiPro,4499
ArikaM_40016,Japanese_MiiPro,4273
ArikaM_40610,Japanese_MiiPro,3737
ArikaM_30810,Japanese_MiiPro,4499
ArikaM_40307,Japanese_MiiPro,4253
ArikaM_10901,Japanese_MiiPro,3778
ArikaM_30421,Japanese_MiiPro,4499
ArikaM_31104,Japanese_MiiPro,4493
ArikaM_10916,Japanese_MiiPro,4018
ArikaM_40106,Japanese_MiiPro,4500
ArikaM_40517,Japanese_MiiPro,3660
ArikaM_10320,Japanese_MiiPro,4196
ArikaM_31113,Japanese_MiiPro,4499
ArikaM_40926,Japanese_MiiPro,4859
ArikaM_20618,Japanese_MiiPro,4498
ArikaM_10522,Japanese_MiiPro,3999
ArikaM_40329,Japanese_MiiPro,4365
ArikaM_10907,Japanese_MiiPro,4267
ArikaM_30209,Japanese_MiiPro,4500
ArikaM_11012,Japanese_MiiPro,3822
ArikaM_30803,Japanese_MiiPro,4500
ArikaM_30222,Japanese_MiiPro,4498
ArikaM_10327,Japanese_MiiPro,5211
ArikaM_11004,Japanese_MiiPro,4095
ArikaM_21104,Japanese_MiiPro,4242
ArikaM_30021,Japanese_MiiPro,3875
Tai_11020,Japanese_Miyata,2449
Tai_21120,Japanese_Miyata,2459
Tai_20610,Japanese_Miyata,2544
Tai_20403,Japanese_Miyata,2520
Tai_10701,Japanese_Miyata,2441
Tai_10715,Japanese_Miyata,2424
Tai_30003,Japanese_Miyata,2748
Tai_10925,Japanese_Miyata,2501
Tai_20004,Japanese_Miyata,2401
Tai_20206,Japanese_Miyata,2128
Tai_20213,Japanese_Miyata,2490
Tai_20011,Japanese_Miyata,2717
Tai_20603,Japanese_Miyata,2486
Tai_20415,Japanese_Miyata,2493
Tai_20116,Japanese_Miyata,2535
Tai_20102,Japanese_Miyata,2575
Tai_20923,Japanese_Miyata,2616
Tai_10604,Japanese_Miyata,1779
Tai_20506,Japanese_Miyata,2531
Tai_20512,Japanese_Miyata,2537
Tai_10611,Japanese_Miyata,2934
Tai_20713,Japanese_Miyata,2460
Tai_20707,Japanese_Miyata,2465
Tai_20909,Japanese_Miyata,2599
Tai_11120,Japanese_Miyata,2544
Tai_21020,Japanese_Miyata,2503
Tai_30101,Japanese_Miyata,3174
Tai_30129,Japanese_Miyata,2749
Tai_20930,Japanese_Miyata,2455
Tai_20311,Japanese_Miyata,2462
Tai_20728,Japanese_Miyata,2465
Tai_20700,Japanese_Miyata,2671
Tai_20304,Japanese_Miyata,2499
Tai_20123,Japanese_Miyata,2661
Tai_10619,Japanese_Miyata,2009
Tai_20902,Japanese_Miyata,2633
Tai_20526,Japanese_Miyata,2466
Tai_10624,Japanese_Miyata,2527
Tai_20917,Japanese_Miyata,2533
Tai_11114,Japanese_Miyata,2600
Tai_11128,Japanese_Miyata,2566
Tai_20519,Japanese_Miyata,2703
Tai_10828,Japanese_Miyata,2693
Tai_20109,Japanese_Miyata,2474
Tai_11101,Japanese_Miyata,2469
Tai_30108,Japanese_Miyata,2697
Tai_20130,Japanese_Miyata,2692
Tai_20318,Japanese_Miyata,2520
Tai_21006,Japanese_Miyata,2664
Tai_10813,Japanese_Miyata,2674
Tai_20721,Japanese_Miyata,2462
Tai_21013,Japanese_Miyata,2529
Tai_20325,Japanese_Miyata,2516
Tai_20430,Japanese_Miyata,2531
Tai_21100,Japanese_Miyata,2521
Tai_21114,Japanese_Miyata,2489
Tai_11000,Japanese_Miyata,2659
Tai_11014,Japanese_Miyata,2408
Tai_30024,Japanese_Miyata,2450
Tai_10527,Japanese_Miyata,2885
Tai_20220,Japanese_Miyata,2521
Tai_20624,Japanese_Miyata,2455
Tai_10917,Japanese_Miyata,2406
Tai_10903,Japanese_Miyata,2405
Tai_20618,Japanese_Miyata,2616
Tai_10708,Japanese_Miyata,2391
Tai_11007,Japanese_Miyata,2393
Tai_20421,Japanese_Miyata,2462
Tai_10910,Japanese_Miyata,2406
Tai_20025,Japanese_Miyata,2510
Tai_20227,Japanese_Miyata,2501
Tai_20018,Japanese_Miyata,2643
Tai_20805,Japanese_Miyata,2501
Tai_20811,Japanese_Miyata,2617
Tai_10520,Japanese_Miyata,2389
