source_id,corpus,duration
burcu36_05dec03_02-02-14,Turkish,3791
burcu37_20dec03_02-02-29,Turkish,3777
burcu38_02jan04_02-03-12,Turkish,3802
burcu39_16jan04_02-03-28,Turkish,3791
burcu41_13feb04_02-04-23,Turkish,3778
burcu42_26feb04_02-05-05,Turkish,3793
burcu43_13mar04_02-05-21,Turkish,3795
burcu44_26mar04_02-06-05,Turkish,3790
burcu45_10apr04_02-06-20,Turkish,3766
burcu47_08may04_02-07-17,Turkish,1026
burcu48_23may04_02-08-02,Turkish,1026
burcu49_04jun04_02-08-14,Turkish,3759
burcu50_18jun04_02-08-28,Turkish,3790
burcu51_02jul04_02-09-11,Turkish,3798
burcu52_15jul04_02-09-24,Turkish,3794
burcu53_29jul04_02-10-08,Turkish,3790
burcu54_12aug04_02-10-22,Turkish,3838
burcu55_25aug04_02-11-04,Turkish,3797
burcu56_10sep04_02-11-20,Turkish,3798
burcu57_24sep04_03-00-03,Turkish,3793
can01_15apr01_00-07-28,Turkish,3806
can02_01may01_00-08-13,Turkish,3807
can03_27jun01_00-10-09,Turkish,3690
can04_10jul01_00-10-22,Turkish,3778
can05_25jul01_00-11-06,Turkish,3813
can06_09aug01_00-11-22,Turkish,3715
can07_22aug01_01-00-03,Turkish,1005
can08_08sep01_01-00-19,Turkish,3796
can09_25sep01_01-01-06,Turkish,1003
can11_25oct01_01-02-06,Turkish,3705
can14_09dec01_01-03-19,Turkish,1028
can15_23dec01_01-04-03,Turkish,3674
can16_13jan02_01-04-23,Turkish,3675
can17_29jan02_01-05-08,Turkish,3688
can18_12feb02_01-05-21,Turkish,3720
can22_08apr02_01-07-17,Turkish,3677
can23_24apr02_01-08-03,Turkish,3646
can24_07may02_01-08-17,Turkish,1824
can25_27may02_01-09-07,Turkish,3683
can26_17jun02_01-09-28,Turkish,3649
can28_15jul02_01-10-18,Turkish,994
can29_30jul02_01-11-12,Turkish,3486
can30_16aug02_01-11-29,Turkish,3741
can31_05sep02_02-00-20,Turkish,3794
can32_20sep02_02-01-02,Turkish,3796
can33_08oct02_02-01-20,Turkish,3796
can34_05nov02_02-02-18,Turkish,3794
can35_28nov02_02-03-10,Turkish,3781
can36_17dec02_02-03-29,Turkish,3763
can37_09jan03_02-04-22,Turkish,3786
can38_28jan03_02-05-10,Turkish,3765
can39_04mar03_02-06-14,Turkish,3791
can40_21mar03_02-07-03,Turkish,3754
can41_07apr03_02-07-20,Turkish,3785
can42_21apr03_02-08-03,Turkish,3798
can44_22may03_02-09-04,Turkish,3805
can45_06jun03_02-09-19,Turkish,3804
can46_25jun03_02-10-07,Turkish,3727
can47_14jul03_02-10-26,Turkish,3789
can48_06aug03_02-11-19,Turkish,3785
can49_10sep03_03-00-24,Turkish,3789
cansu01_01jul02_00-08-06,Turkish,3695
cansu02_18jul02_00-08-23,Turkish,3709
cansu03_02aug02_00-09-08,Turkish,1026
cansu04_16aug02_00-09-22,Turkish,3748
cansu05_02sep02_00-10-08,Turkish,3774
cansu06_23sep02_00-10-29,Turkish,3790
cansu07_11oct02_00-11-17,Turkish,3797
cansu08_26oct02_01-00-01,Turkish,3768
cansu09_12nov02_01-00-18,Turkish,1026
cansu10_02dec02_01-01-07,Turkish,3805
cansu11_21dec02_01-01-26,Turkish,3804
cansu12_11jan03_01-02-17,Turkish,1027
cansu13_23jan03_01-02-28,Turkish,3800
cansu14_18feb03_01-03-24,Turkish,3798
cansu15_08mar03_01-04-10,Turkish,3804
cansu16_28mar03_01-05-03,Turkish,3804
cansu17_14apr03_01-05-20,Turkish,3778
cansu18_28apr03_01-06-03,Turkish,3805
cansu19_12may03_01-06-17,Turkish,3810
cansu20_26may03_01-07-01,Turkish,1028
cansu21_09jun03_01-07-15,Turkish,3805
cansu22_23jun03_01-07-28,Turkish,3806
cansu23_07jul03_01-08-12,Turkish,3808
cansu24_04aug03_01-09-10,Turkish,3806
cansu25_18aug03_01-09-24,Turkish,3802
cansu26_15sep03_01-10-21,Turkish,3796
cansu27_03oct03_01-11-08,Turkish,3800
cansu28_31oct03_02-00-06,Turkish,3791
cansu29_14nov03_02-00-20,Turkish,3801
cansu30_01dec03_02-01-06,Turkish,3796
cansu31_12dec03_02-01-17,Turkish,3765
cansu32_27dec03_02-02-02,Turkish,3792
cansu33_09jan04_02-02-12,Turkish,3792
cansu34_27jan04_02-03-02,Turkish,3790
cansu35_06feb04_02-03-12,Turkish,3794
cansu36_20feb04_02-03-26,Turkish,3799
cansu37_05mar04_02-04-09,Turkish,3793
cansu38_19mar04_02-04-23,Turkish,3801
cansu39_02apr04_02-05-08,Turkish,3798
cansu40_19apr04_02-05-25,Turkish,3793
cansu41_23may04_02-06-28,Turkish,3797
cansu42_04jun04_02-07-10,Turkish,3797
cansu43_18jun04_02-07-24,Turkish,3800
cansu44_05jul04_02-08-10,Turkish,3798
cansu45_19jul04_02-08-24,Turkish,3798
cansu46_16aug04_02-09-21,Turkish,3796
cansu47_06sep04_02-10-12,Turkish,3800
cansu48_20sep04_02-10-26,Turkish,3802
cansu49_05oct04_02-11-10,Turkish,3445
cansu50_22oct04_02-11-27,Turkish,3800
cansu51_08nov04_03-00-14,Turkish,3788
ekin02_30jun01_00-09-10,Turkish,3750
ekin03_17jul01_00-09-26,Turkish,3805
ekin04_01aug01_00-10-12,Turkish,3657
ekin05_17aug01_00-10-28,Turkish,3709
ekin06_27aug01_00-11-07,Turkish,3690
ekin07_13sep01_00-11-23,Turkish,3794
ekin08_28sep01_01-00-08,Turkish,3819
ekin09_15oct01_01-00-25,Turkish,3798
ekin10_30oct01_01-01-10,Turkish,3800
ekin11_11nov01_01-01-22,Turkish,3807
ekin12_26nov01_01-02-06,Turkish,3808
ekin13_12dec01_01-02-22,Turkish,3803
ekin14_03jan02_01-03-14,Turkish,3653
ekin15_17jan02_01-03-28,Turkish,3804
ekin16_31jan02_01-04-11,Turkish,3809
ekin17_13feb02_01-04-24,Turkish,3805
ekin18_28feb02_01-05-08,Turkish,3808
ekin19_14mar02_01-05-22,Turkish,3813
ekin20_28mar02_01-06-08,Turkish,3809
ekin21_10apr02_01-06-20,Turkish,3717
ekin22_25apr02_01-07-05,Turkish,3577
ekin23_09may02_01-07-19,Turkish,3810
ekin24_23may02_01-08-03,Turkish,3811
ekin25_05jun02_01-08-16,Turkish,2190
ekin26_10jun02_01-08-21,Turkish,3801
ekin27_04jul02_01-09-14,Turkish,3802
ekin28_18jul02_01-09-28,Turkish,3815
irem01_17apr02_00-08-00,Turkish,3802
irem02_30apr02_00-08-13,Turkish,3804
irem03_17may02_00-09-00,Turkish,3805
irem04_05jun02_00-09-19,Turkish,3804
irem05_24jun02_00-10-07,Turkish,3805
irem06_06jul02_00-10-19,Turkish,3712
irem07_21jul02_00-11-04,Turkish,3803
irem08_05aug02_00-11-19,Turkish,3734
irem09_21aug02_01-00-04,Turkish,3792
irem10_06sep02_01-00-20,Turkish,3800
irem11_24sep02_01-01-07,Turkish,3783
irem12_08oct02_01-01-21,Turkish,3777
irem13_22oct02_01-02-05,Turkish,3799
irem14_09nov02_01-02-21,Turkish,3594
irem15_23nov02_01-03-06,Turkish,3798
irem16_12dec02_01-03-25,Turkish,3080
irem17_28dec02_01-04-11,Turkish,3805
irem18_11jan03_01-04-25,Turkish,3795
irem19_25jan03_01-05-08,Turkish,3799
irem20_18feb03_01-06-01,Turkish,3800
irem21_05mar03_01-06-16,Turkish,3958
irem22_21mar03_01-07-04,Turkish,3804
irem23_07apr03_01-07-21,Turkish,3808
irem24_21apr03_01-08-04,Turkish,3804
irem25_05may03_01-08-18,Turkish,3790
irem26_22may03_01-09-05,Turkish,3804
irem27_06jun03_01-09-20,Turkish,3805
irem28_23jun03_01-10-06,Turkish,3804
irem29_07jul03_01-10-20,Turkish,3808
irem30_21jul03_01-11-04,Turkish,3806
irem31_18aug03_02-00-01,Turkish,3804
irem32_02sep03_02-00-16,Turkish,3802
irem33_17sep03_02-01-00,Turkish,3754
irem34_03oct03_02-01-16,Turkish,3800
irem35_17oct03_02-02-00,Turkish,3802
irem36_01nov03_02-02-15,Turkish,3800
irem37_14nov03_02-02-28,Turkish,3798
irem38_29nov03_02-03-12,Turkish,3796
irem39_13dec03_02-03-26,Turkish,3798
irem40_27dec03_02-04-10,Turkish,3797
irem41_09jan04_02-04-23,Turkish,3795
irem42_27jan04_02-05-10,Turkish,3807
irem43_07feb04_02-05-21,Turkish,3796
irem44_20feb04_02-06-03,Turkish,3798
irem45_06mar04_02-06-18,Turkish,3776
irem46_23mar04_02-07-06,Turkish,3830
irem47_08apr04_02-07-22,Turkish,3794
irem48_22apr04_02-08-05,Turkish,3796
irem49_08may04_02-08-21,Turkish,1026
irem50_21may04_02-09-04,Turkish,3703
irem51_04jun04_02-09-18,Turkish,3795
irem52_24jun04_02-10-07,Turkish,3796
irem53_08jul04_02-10-21,Turkish,3797
irem54_29jul04_02-11-12,Turkish,3799
irem55_12aug04_02-11-26,Turkish,3824
irem56_29aug04_03-00-12,Turkish,1036
ogun01_06oct01_00-08-02,Turkish,3531
ogun02_21oct01_00-08-17,Turkish,3676
ogun03_06nov01_00-09-03,Turkish,3653
ogun04_19nov01_00-09-16,Turkish,3688
ogun05_04dec01_00-10-01,Turkish,3796
ogun06_20dec01_00-10-16,Turkish,3774
ogun07_08jan02_00-11-04,Turkish,1010
ogun08_03feb02_00-11-26,Turkish,1002
ogun09_28feb02_01-00-23,Turkish,3678
ogun10_25mar02_01-01-15,Turkish,3726
ogun11_10apr02_01-01-30,Turkish,3753
ogun12_15may02_01-03-04,Turkish,1690
ogun13_26jul02_01-05-22,Turkish,3755
ogun14_08aug02_01-06-04,Turkish,3774
ogun15_07sep02_01-07-03,Turkish,3774
ogun16_28sep02_01-07-24,Turkish,3768
ogun17_20oct02_01-08-16,Turkish,3767
ogun18_09nov02_01-09-05,Turkish,3782
ogun19_26nov02_01-09-22,Turkish,3796
ogun20_14dec02_01-10-06,Turkish,3802
ogun21_30dec02_01-10-26,Turkish,3803
ogun22_26jan03_01-11-22,Turkish,3802
ogun23_11mar03_02-01-07,Turkish,3802
ogun24_29mar03_02-01-25,Turkish,1028
ogun25_12apr03_02-02-08,Turkish,3802
ogun26_26apr03_02-02-22,Turkish,1028
ogun27_10may03_02-03-06,Turkish,1026
ogun28_24may03_02-03-20,Turkish,3807
ogun29_07jun03_02-04-03,Turkish,3415
ogun30_21jun03_02-04-17,Turkish,3806
ogun31_05jul03_02-05-01,Turkish,3804
ogun32_19jul03_02-05-15,Turkish,3807
ogun33_06aug03_02-06-02,Turkish,3805
ogun34_03sep03_02-06-30,Turkish,3805
ogun35_18sep03_02-07-14,Turkish,3800
ogun36_08oct03_02-08-04,Turkish,3800
ogun37_23oct03_02-08-19,Turkish,3798
ogun38_12nov03_02-09-08,Turkish,3796
ogun39_13dec03_02-10-09,Turkish,3795
ogun40_31dec03_02-10-28,Turkish,3735
ogun41_15jan04_02-11-11,Turkish,1026
ogun42_28jan04_02-11-24,Turkish,3793
ogun43_18feb04_03-00-14,Turkish,3798
senem01_22aug02_00-08-30,Turkish,3805
senem02_10sep02_00-09-18,Turkish,1027
senem03_20sep02_00-09-28,Turkish,3771
senem04_18oct02_00-10-24,Turkish,3799
senem05_05nov02_00-11-13,Turkish,3768
senem06_20nov02_00-11-28,Turkish,3790
senem07_03dec02_01-00-10,Turkish,1027
senem08_17dec02_01-00-25,Turkish,3798
senem09_02jan03_01-01-10,Turkish,3798
senem10_16jan03_01-01-25,Turkish,1028
senem11_31jan03_01-02-07,Turkish,1028
senem12_27feb03_01-03-04,Turkish,3804
senem13_25mar03_01-04-02,Turkish,1028
senem14_08apr03_01-04-17,Turkish,3798
senem15_29apr03_01-05-06,Turkish,3804
senem17_26may03_01-06-03,Turkish,3805
senem18_09jun03_01-06-17,Turkish,1028
senem19_25jun03_01-07-02,Turkish,3804
senem20_04aug03_01-08-12,Turkish,1029
senem21_18aug03_01-08-26,Turkish,3806
senem22_23sep03_01-10-00,Turkish,3797
senem23_14oct03_01-10-21,Turkish,3798
senem24_05nov03_01-11-13,Turkish,3796
senem25_20nov03_01-11-18,Turkish,3797
senem26_03dec03_02-00-10,Turkish,3798
senem27_24dec03_02-01-01,Turkish,3787
senem28_07jan04_02-01-15,Turkish,3796
senem29_28jan04_02-02-05,Turkish,3797
senem30_18feb04_02-02-26,Turkish,3796
senem31_03mar04_02-03-09,Turkish,3708
senem32_17mar04_02-03-23,Turkish,3795
senem33_31mar04_02-04-07,Turkish,3797
senem34_14apr04_02-04-22,Turkish,3796
senem35_29apr04_02-05-06,Turkish,3797
senem36_28may04_02-06-05,Turkish,3796
senem37_10jun04_02-06-17,Turkish,3761
senem38_25jun04_02-07-02,Turkish,3799
senem39_09jul04_02-07-16,Turkish,3797
senem40_23jul04_02-08-00,Turkish,1026
senem41_06aug04_02-08-14,Turkish,3798
senem42_03sep04_02-09-11,Turkish,3833
senem43_17sep04_02-09-25,Turkish,3680
senem44_04oct04_02-10-11,Turkish,3801
senem45_18oct04_02-10-25,Turkish,3809
senem47_17nov04_02-11-25,Turkish,3799
senem48_13dec04_03-00-20,Turkish,3937
tugce01_15jan02_00-08-03,Turkish,1017
tugce02_31jan02_00-08-18,Turkish,1002
tugce03_19feb02_00-09-07,Turkish,1948
tugce04_11mar02_00-09-27,Turkish,2851
tugce05_29mar02_00-10-14,Turkish,3764
tugce06_15apr02_00-10-30,Turkish,2766
tugce07_30apr02_00-11-15,Turkish,1027
tugce08_17may02_01-00-05,Turkish,1490
tugce09_05jun02_00-12-23,Turkish,1904
tugce10_01jul02_01-01-20,Turkish,2413
tugce11_20jul02_01-02-07,Turkish,3726
tugce12_05aug02_01-02-24,Turkish,3731
tugce13_22aug02_01-03-10,Turkish,3732
tugce14_07sep02_01-03-24,Turkish,3778
tugce15_25sep02_01-04-13,Turkish,3758
tugce17_23oct02_01-05-11,Turkish,3800
tugce19_23nov02_01-06-11,Turkish,1949
tugce20_11dec02_01-06-29,Turkish,3806
tugce21_28dec02_01-07-14,Turkish,1952
tugce22_11jan03_01-07-29,Turkish,3805
tugce23_25jan03_01-08-13,Turkish,1952
tugce24_01mar03_01-09-17,Turkish,1489
tugce26_31mar03_01-10-19,Turkish,1951
tugce27_14apr03_01-11-02,Turkish,3805
tugce28_28apr03_01-11-16,Turkish,1490
tugce29_12may03_02-00-00,Turkish,1490
tugce30_26may03_02-00-14,Turkish,1491
tugce31_13jun03_02-01-01,Turkish,1490
tugce32_27jun03_02-01-15,Turkish,1491
tugce33_14jul03_02-02-02,Turkish,1490
tugce34_28jul03_02-02-16,Turkish,1490
tugce35_12aug03_02-03-00,Turkish,1475
tugce36_27aug03_02-03-15,Turkish,1028
tugce37_09sep03_02-03-28,Turkish,1026
tugce38_25sep03_02-04-13,Turkish,1027
tugce39_01nov03_02-05-20,Turkish,1027
tugce40_21nov03_02-06-09,Turkish,1027
tugce41_05dec03_02-06-23,Turkish,1026
tugce42_22dec03_02-07-10,Turkish,1026
tugce43_02jan04_02-07-21,Turkish,1027
tugce44_20jan04_02-08-08,Turkish,1026
tugce45_25feb04_02-09-13,Turkish,3796
tugce46_08mar04_02-09-25,Turkish,1026
tugce47_19mar04_02-10-07,Turkish,1025
tugce48_02apr04_02-10-21,Turkish,3798
tugce49_15apr04_02-11-03,Turkish,1025
tugce50_30apr04_02-11-18,Turkish,1027
tugce51_13may04_03-00-01,Turkish,1026
ARM-1998-05-14,Yucatec,1878
ARM-1998-05-23,Yucatec,1883
DAV-2001-09-01,Yucatec,1906
DAV-2001-10-29,Yucatec,1900
SAN-1998-01-07,Yucatec,1903
SAN-1998-01-16,Yucatec,3936
SAN-1998-02-17,Yucatec,1910
SAN-1998-03-19,Yucatec,5307
SAN-1998-04-03,Yucatec,1887
SAN-1998-05-04,Yucatec,1861
SAN-1998-05-11,Yucatec,1862
Hlobohang_020500cd,Sesotho,5706
Hlobohang_020900ab,Sesotho,5711
Hlobohang_020100ab,Sesotho,5695
Hlobohang_021100ab,Sesotho,5705
Hlobohang_020800ab,Sesotho,5713
Hlobohang_020400cd,Sesotho,5714
Hlobohang_020600cd,Sesotho,5711
Hlobohang_030000ab,Sesotho,5717
Hlobohang_020700cd,Sesotho,5702
Hlobohang_020200ab,Sesotho,5714
Hlobohang_020700ab,Sesotho,5715
Hlobohang_020100ef,Sesotho,5701
Hlobohang_020900e,Sesotho,3822
Hlobohang_020200cd,Sesotho,5705
Hlobohang_020800ef,Sesotho,3822
Hlobohang_030000cd,Sesotho,5714
Hlobohang_020600ab,Sesotho,5706
Hlobohang_020100cd,Sesotho,5695
Hlobohang_021100cd,Sesotho,5720
Hlobohang_020400ab,Sesotho,5722
Hlobohang_020800cd,Sesotho,5708
Hlobohang_020900cd,Sesotho,5713
Hlobohang_020500ab,Sesotho,5710
TseboNeuoe_040100ab,Sesotho,5703
TseboNeuoe_040500cd,Sesotho,5770
TseboNeuoe_040000ab,Sesotho,5681
TseboNeuoe_040700cd,Sesotho,5709
TseboNeuoe_031000e,Sesotho,2761
TseboNeuoe_031000ab,Sesotho,5522
TseboNeuoe_040300ab,Sesotho,5693
TseboNeuoe_030800ab,Sesotho,3808
TseboNeuoe_040300cd,Sesotho,5715
TseboNeuoe_030800cd,Sesotho,4945
TseboNeuoe_040100ef,Sesotho,3800
TseboNeuoe_030900b,Sesotho,3814
TseboNeuoe_040700ab,Sesotho,5744
TseboNeuoe_031000cd,Sesotho,5543
TseboNeuoe_030900a,Sesotho,1921
TseboNeuoe_040500ab,Sesotho,7707
TseboNeuoe_030800ef,Sesotho,3838
TseboNeuoe_040700e,Sesotho,2734
TseboNeuoe_040000cd,Sesotho,5704
TseboNeuoe_040100cd,Sesotho,5714
TseboNeuoe_040500e,Sesotho,2941
Litlhare_020500cd,Sesotho,5682
Litlhare_020900ab,Sesotho,5664
Litlhare_021000ab,Sesotho,5666
Litlhare_020600e,Sesotho,1903
Litlhare_020100ab,Sesotho,5529
Litlhare_030200ab,Sesotho,6903
Litlhare_020800ab,Sesotho,5669
Litlhare_020400cd,Sesotho,5678
Litlhare_020500ef,Sesotho,4636
Litlhare_020600cd,Sesotho,5693
Litlhare_030000ab,Sesotho,5683
Litlhare_020200ab,Sesotho,5539
Litlhare_020100ef,Sesotho,5540
Litlhare_020200cd,Sesotho,5522
Litlhare_030000cd,Sesotho,5681
Litlhare_020600ab,Sesotho,5687
Litlhare_020100cd,Sesotho,5546
Litlhare_020400ab,Sesotho,2779
Litlhare_020800cd,Sesotho,5687
Litlhare_030200cd,Sesotho,5678
Litlhare_020900cd,Sesotho,5650
Litlhare_020500ab,Sesotho,5669
Litlhare_021000cd,Sesotho,5673
Asato_20612,Japanese_MiiPro,4499
Asato_30818,Japanese_MiiPro,4176
Asato_20404,Japanese_MiiPro,4499
Asato_30416,Japanese_MiiPro,4134
Asato_10517,Japanese_MiiPro,4497
Asato_20615,Japanese_MiiPro,4151
Asato_20205,Japanese_MiiPro,4169
Asato_10305,Japanese_MiiPro,3803
Asato_11026,Japanese_MiiPro,3758
Asato_10502,Japanese_MiiPro,4499
Asato_20416,Japanese_MiiPro,4499
Asato_10702,Japanese_MiiPro,3759
Asato_30001,Japanese_MiiPro,4499
Asato_10717,Japanese_MiiPro,4234
Asato_10529,Japanese_MiiPro,4485
Asato_11122,Japanese_MiiPro,4500
Asato_30715,Japanese_MiiPro,4397
Asato_40218,Japanese_MiiPro,4499
Asato_11109,Japanese_MiiPro,4274
Asato_40622,Japanese_MiiPro,4303
Asato_40024,Japanese_MiiPro,4489
Asato_30918,Japanese_MiiPro,4507
Asato_20504,Japanese_MiiPro,4180
Asato_40419,Japanese_MiiPro,3660
Asato_20305,Japanese_MiiPro,4499
Asato_20715,Japanese_MiiPro,4250
Asato_50027,Japanese_MiiPro,4499
Asato_10403,Japanese_MiiPro,4329
Asato_20927,Japanese_MiiPro,4199
Asato_10209,Japanese_MiiPro,3421
Asato_30318,Japanese_MiiPro,4211
Asato_20730,Japanese_MiiPro,4002
Asato_20122,Japanese_MiiPro,3075
Asato_30119,Japanese_MiiPro,4437
Asato_21028,Japanese_MiiPro,4496
Asato_20108,Japanese_MiiPro,4421
Asato_10815,Japanese_MiiPro,4550
Asato_41125,Japanese_MiiPro,4509
Asato_20900,Japanese_MiiPro,4305
Asato_20914,Japanese_MiiPro,4499
Asato_30520,Japanese_MiiPro,4286
Asato_10800,Japanese_MiiPro,4550
Asato_10223,Japanese_MiiPro,3877
Asato_40821,Japanese_MiiPro,4813
Asato_10421,Japanese_MiiPro,4494
Asato_20520,Japanese_MiiPro,4499
Asato_10621,Japanese_MiiPro,4490
Asato_20319,Japanese_MiiPro,4499
Asato_21013,Japanese_MiiPro,3966
Asato_10915,Japanese_MiiPro,4503
Asato_10929,Japanese_MiiPro,4465
Asato_20008,Japanese_MiiPro,3868
Asato_30019,Japanese_MiiPro,4419
Asato_10902,Japanese_MiiPro,4556
Asato_20221,Japanese_MiiPro,4166
Asato_21116,Japanese_MiiPro,4226
Asato_30619,Japanese_MiiPro,4228
Asato_30221,Japanese_MiiPro,4410
Asato_10319,Japanese_MiiPro,3651
Asato_10127,Japanese_MiiPro,3271
Asato_20812,Japanese_MiiPro,4305
Asato_11011,Japanese_MiiPro,4503
Asato_20024,Japanese_MiiPro,4168
Tomito_20607,Japanese_MiiPro,4420
Tomito_20029,Japanese_MiiPro,4501
Tomito_20001,Japanese_MiiPro,4503
Tomito_20015,Japanese_MiiPro,4262
Tomito_20217,Japanese_MiiPro,4510
Tomito_11020,Japanese_MiiPro,4497
Tomito_20412,Japanese_MiiPro,4499
Tomito_10923,Japanese_MiiPro,4499
Tomito_30403,Japanese_MiiPro,4498
Tomito_40906,Japanese_MiiPro,4502
Tomito_30013,Japanese_MiiPro,4381
Tomito_10711,Japanese_MiiPro,4497
Tomito_50123,Japanese_MiiPro,4500
Tomito_21127,Japanese_MiiPro,4499
Tomito_10502,Japanese_MiiPro,3709
Tomito_30203,Japanese_MiiPro,4379
Tomito_30028,Japanese_MiiPro,4499
Tomito_20824,Japanese_MiiPro,4172
Tomito_20328,Japanese_MiiPro,4493
Tomito_20300,Japanese_MiiPro,4180
Tomito_10823,Japanese_MiiPro,3875
Tomito_20711,Japanese_MiiPro,4323
Tomito_20315,Japanese_MiiPro,4490
Tomito_30501,Japanese_MiiPro,4499
Tomito_10809,Japanese_MiiPro,4112
Tomito_30529,Japanese_MiiPro,4255
Tomito_10616,Japanese_MiiPro,3956
Tomito_20924,Japanese_MiiPro,4499
Tomito_30302,Japanese_MiiPro,4497
Tomito_21019,Japanese_MiiPro,4220
Tomito_20113,Japanese_MiiPro,4268
Tomito_10601,Japanese_MiiPro,3898
Tomito_30704,Japanese_MiiPro,4500
Tomito_41117,Japanese_MiiPro,4785
Tomito_30705,Japanese_MiiPro,3742
Tomito_10210,Japanese_MiiPro,3750
Tomito_11117,Japanese_MiiPro,4085
Tomito_11103,Japanese_MiiPro,4503
Tomito_40614,Japanese_MiiPro,4500
Tomito_31007,Japanese_MiiPro,4498
Tomito_21002,Japanese_MiiPro,4499
Tomito_40401,Japanese_MiiPro,4280
Tomito_10626,Japanese_MiiPro,3578
Tomito_40207,Japanese_MiiPro,4500
Tomito_30905,Japanese_MiiPro,4500
Tomito_40004,Japanese_MiiPro,4264
Tomito_20727,Japanese_MiiPro,4500
Tomito_10223,Japanese_MiiPro,3470
Tomito_10421,Japanese_MiiPro,4406
Tomito_10409,Japanese_MiiPro,4399
Tomito_20127,Japanese_MiiPro,4507
Tomito_10322,Japanese_MiiPro,4393
Tomito_20425,Japanese_MiiPro,4068
Tomito_10308,Japanese_MiiPro,4414
Tomito_21112,Japanese_MiiPro,4494
Tomito_11006,Japanese_MiiPro,4500
Tomito_30801,Japanese_MiiPro,4500
Tomito_20623,Japanese_MiiPro,4227
Tomito_10910,Japanese_MiiPro,4491
Tomito_10723,Japanese_MiiPro,3775
Tomito_20811,Japanese_MiiPro,4498
ArikaF_10710,Japanese_MiiPro,3882
ArikaF_10301,Japanese_MiiPro,3664
ArikaF_10315,Japanese_MiiPro,4181
ArikaF_10329,Japanese_MiiPro,3596
ArikaF_20201,Japanese_MiiPro,3789
ArikaF_10507,Japanese_MiiPro,4093
ArikaF_20013,Japanese_MiiPro,4517
ArikaF_10514,Japanese_MiiPro,4332
ArikaF_10702,Japanese_MiiPro,4096
ArikaF_11025,Japanese_MiiPro,4556
ArikaF_11019,Japanese_MiiPro,3910
ArikaF_20213,Japanese_MiiPro,3957
ArikaF_20005,Japanese_MiiPro,4143
ArikaF_10501,Japanese_MiiPro,4169
ArikaF_11122,Japanese_MiiPro,2328
ArikaF_10611,Japanese_MiiPro,3997
ArikaF_20117,Japanese_MiiPro,3831
ArikaF_10405,Japanese_MiiPro,3816
ArikaF_10410,Japanese_MiiPro,4483
ArikaF_10821,Japanese_MiiPro,3583
ArikaF_20302,Japanese_MiiPro,4086
ArikaF_20312,Japanese_MiiPro,3919
ArikaF_11130,Japanese_MiiPro,3707
ArikaF_20110,Japanese_MiiPro,2935
ArikaF_10602,Japanese_MiiPro,4499
ArikaF_10415,Japanese_MiiPro,3787
ArikaF_20123,Japanese_MiiPro,3760
ArikaF_10802,Japanese_MiiPro,4100
ArikaF_10625,Japanese_MiiPro,4496
ArikaF_10618,Japanese_MiiPro,4103
ArikaF_11100,Japanese_MiiPro,4502
ArikaF_10829,Japanese_MiiPro,3660
ArikaF_11115,Japanese_MiiPro,3899
ArikaF_11106,Japanese_MiiPro,3215
ArikaF_10813,Japanese_MiiPro,3997
ArikaF_10423,Japanese_MiiPro,4498
ArikaF_11107,Japanese_MiiPro,4544
ArikaF_10915,Japanese_MiiPro,3849
ArikaF_11001,Japanese_MiiPro,3920
ArikaF_10527,Japanese_MiiPro,4498
ArikaF_10309,Japanese_MiiPro,3303
ArikaF_10321,Japanese_MiiPro,3800
ArikaF_10724,Japanese_MiiPro,4089
ArikaF_20027,Japanese_MiiPro,3915
ArikaF_10906,Japanese_MiiPro,4383
ArikaF_11011,Japanese_MiiPro,4110
ArikaF_10520,Japanese_MiiPro,3994
Nanami_10129,Japanese_MiiPro,3510
Nanami_40131,Japanese_MiiPro,4499
Nanami_30415,Japanese_MiiPro,4464
Nanami_20200,Japanese_MiiPro,4118
Nanami_20403,Japanese_MiiPro,3864
Nanami_40308,Japanese_MiiPro,4500
Nanami_10701,Japanese_MiiPro,4496
Nanami_40916,Japanese_MiiPro,4860
Nanami_20819,Japanese_MiiPro,4048
Nanami_10306,Japanese_MiiPro,3809
Nanami_11025,Japanese_MiiPro,4154
Nanami_20213,Japanese_MiiPro,4500
Nanami_30014,Japanese_MiiPro,4500
Nanami_41107,Japanese_MiiPro,740
Nanami_10605,Japanese_MiiPro,4502
Nanami_11121,Japanese_MiiPro,4275
Nanami_10405,Japanese_MiiPro,4208
Nanami_20504,Japanese_MiiPro,4500
Nanami_20921,Japanese_MiiPro,4494
Nanami_40810,Japanese_MiiPro,4219
Nanami_21020,Japanese_MiiPro,4500
Nanami_40009,Japanese_MiiPro,4499
Nanami_30116,Japanese_MiiPro,5947
Nanami_30923,Japanese_MiiPro,4500
Nanami_20304,Japanese_MiiPro,4387
Nanami_10816,Japanese_MiiPro,4269
Nanami_50017,Japanese_MiiPro,4857
Nanami_30523,Japanese_MiiPro,2579
Nanami_30319,Japanese_MiiPro,4318
Nanami_20914,Japanese_MiiPro,4500
Nanami_10421,Japanese_MiiPro,4500
Nanami_10622,Japanese_MiiPro,4500
Nanami_31015,Japanese_MiiPro,4499
Nanami_11110,Japanese_MiiPro,4478
Nanami_21004,Japanese_MiiPro,4128
Nanami_40407,Japanese_MiiPro,4500
Nanami_20720,Japanese_MiiPro,1625
Nanami_20708,Japanese_MiiPro,4279
