3,Adult
ALA,Unknown
ANJ,Target_Child
BAB,Adult
CHI,Target_Child
DED,Adult
her,Unknown
JAN,Adult
KIR,Adult
LEV,Child
LUD,Adult
LUS,Adult
MAM,Adult
MAS,Adult
MIS,Adult
Mother's,Adult
NEI,Adult
PAN,Adult
PAP,Adult
SAS,Adult
TAN,Adult
Unspecified,Unknown
VAL,Adult
VAS,Adult
XXX,Unknown
