ART,ART
ART.ID,???
ASSOC,ASSOC
AWAY,???
BACK,???
BEN,BEN
COLL,COLL
CONJ,CONJ
DEONT,???
DIM,DIM
DIST,DIST
DU,DU
EMPH,EMPH
EXC,???
EXT,???
F,F
FLAT,???
H,???
HERE,???
IPFV,???
LOC,LOC
LONG,???
M,M
N,N
NC,NC
NEG,NEG
NM,???
NMLZ,NMLZ
NPST,NPST
NSPEC,NSPEC
PART,PARTIT
PL,PL
PLACE,???
POSS,POSS
PROX,PROX
PST,???
PURP,PURP
RCD,???
RECP,RECP
SBJ,SBJ
SG,SG
SIM,???
THERE,???
pfx,pfx
1PL,1PL
1SG,1SG
2PL,2PL
2SG,2SG
3PL,3PL
3SG,3SG
<NAME>,???
_,_
.,.
